,name,size,industry,job_url,overview_url
125,Kimpton Hotels & Restaurants,5001 to 10000 Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Kimpton-Hotels-and-Restaurants-Jobs-E9955.htm,"glassdoor.com/Overview/Working-at-Kimpton-Hotels-and-Restaurants-EI_IE9955.11,41.htm"
126,Governor of Texas,10000+ Employees,State & Regional Agencies,glassdoor.com/Jobs/Governor-of-Texas-Jobs-E42099.htm,"glassdoor.com/Overview/Working-at-Governor-of-Texas-EI_IE42099.11,28.htm"
127,Tokyo Electron,10000+ Employees,Industrial Manufacturing,glassdoor.com/Jobs/Tokyo-Electron-Jobs-E6949.htm,"glassdoor.com/Overview/Working-at-Tokyo-Electron-EI_IE6949.11,25.htm"
128,US Air Force,10000+ Employees,Federal Agencies,glassdoor.com/Jobs/US-Air-Force-Jobs-E41283.htm,"glassdoor.com/Overview/Working-at-US-Air-Force-EI_IE41283.11,23.htm"
129,Frost Bank,1001 to 5000 Employees,Banks & Credit Unions,glassdoor.com/Jobs/Frost-Bank-Jobs-E1311.htm,"glassdoor.com/Overview/Working-at-Frost-Bank-EI_IE1311.11,21.htm"
130,WellSky,1001 to 5000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/WellSky-Jobs-E4942.htm,"glassdoor.com/Overview/Working-at-WellSky-EI_IE4942.11,18.htm"
131,Equitable Advisors,1001 to 5000 Employees,Investment Banking & Asset Management,glassdoor.com/Jobs/Equitable-Advisors-Jobs-E27624.htm,"glassdoor.com/Overview/Working-at-Equitable-Advisors-EI_IE27624.11,29.htm"
132,Keysight Technologies,10000+ Employees,Electrical & Electronic Manufacturing,glassdoor.com/Jobs/Keysight-Technologies-Jobs-E877317.htm,"glassdoor.com/Overview/Working-at-Keysight-Technologies-EI_IE877317.11,32.htm"
133,Epicor Software,1001 to 5000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/Epicor-Software-Jobs-E1421.htm,"glassdoor.com/Overview/Working-at-Epicor-Software-EI_IE1421.11,26.htm"
134,SoftServe,5001 to 10000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/SoftServe-Jobs-E112486.htm,"glassdoor.com/Overview/Working-at-SoftServe-EI_IE112486.11,20.htm"
135,Alliance Residential,1001 to 5000 Employees,Real Estate,glassdoor.com/Jobs/Alliance-Residential-Jobs-E16984.htm,"glassdoor.com/Overview/Working-at-Alliance-Residential-EI_IE16984.11,31.htm"
136,Pathway Vet Alliance,1001 to 5000 Employees,Veterinary Services,glassdoor.com/Jobs/Pathway-Vet-Alliance-Jobs-E1699915.htm,"glassdoor.com/Overview/Working-at-Pathway-Vet-Alliance-EI_IE1699915.11,31.htm"
137,Red Hat,10000+ Employees,Computer Hardware & Software,glassdoor.com/Jobs/Red-Hat-Jobs-E8868.htm,"glassdoor.com/Overview/Working-at-Red-Hat-EI_IE8868.11,18.htm"
138,Technosoft Corporation,1001 to 5000 Employees,IT Services,glassdoor.com/Jobs/Technosoft-Corporation-Jobs-E296055.htm,"glassdoor.com/Overview/Working-at-Technosoft-Corporation-EI_IE296055.11,33.htm"
139,Hyatt,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Hyatt-Jobs-E2839.htm,"glassdoor.com/Overview/Working-at-Hyatt-EI_IE2839.11,16.htm"
140,Hilton,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Hilton-Jobs-E330.htm,"glassdoor.com/Overview/Working-at-Hilton-EI_IE330.11,17.htm"
141,Sun Microsystems,10000+ Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/Sun-Microsystems-Jobs-E1924.htm,"glassdoor.com/Overview/Working-at-Sun-Microsystems-EI_IE1924.11,27.htm"
142,HP Inc.,10000+ Employees,Computer Hardware & Software,glassdoor.com/Jobs/HP-Inc-Jobs-E1093161.htm,"glassdoor.com/Overview/Working-at-HP-Inc-EI_IE1093161.11,17.htm"
143,Hyatt,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Hyatt-Jobs-E2839.htm,"glassdoor.com/Overview/Working-at-Hyatt-EI_IE2839.11,16.htm"
144,Kony,1001 to 5000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/Kony-Jobs-E306538.htm,"glassdoor.com/Overview/Working-at-Kony-EI_IE306538.11,15.htm"
145,Slalom,1001 to 5000 Employees,Consulting,glassdoor.com/Jobs/Slalom-Jobs-E31102.htm,"glassdoor.com/Overview/Working-at-Slalom-EI_IE31102.11,17.htm"
146,Texas Instruments,10000+ Employees,Electrical & Electronic Manufacturing,glassdoor.com/Jobs/Texas-Instruments-Jobs-E651.htm,"glassdoor.com/Overview/Working-at-Texas-Instruments-EI_IE651.11,28.htm"
147,Experian,10000+ Employees,Financial Analytics & Research,glassdoor.com/Jobs/Experian-Jobs-E42406.htm,"glassdoor.com/Overview/Working-at-Experian-EI_IE42406.11,19.htm"
148,College Nannies+Sitters+Tutors,1001 to 5000 Employees,Staffing & Outsourcing,glassdoor.com/Jobs/College-Nannies-Sitters-Tutors-Jobs-E345903.htm,"glassdoor.com/Overview/Working-at-College-Nannies-Sitters-Tutors-EI_IE345903.11,41.htm"
149,Nokia,10000+ Employees,Telecommunications Services,glassdoor.com/Jobs/Nokia-Jobs-E3494.htm,"glassdoor.com/Overview/Working-at-Nokia-EI_IE3494.11,16.htm"
150,Collabera,10000+ Employees,IT Services,glassdoor.com/Jobs/Collabera-Jobs-E13754.htm,"glassdoor.com/Overview/Working-at-Collabera-EI_IE13754.11,20.htm"
151,Vans,5001 to 10000 Employees,General Merchandise & Superstores,glassdoor.com/Jobs/Vans-Jobs-E881.htm,"glassdoor.com/Overview/Working-at-Vans-EI_IE881.11,15.htm"
152,U.S. Army Reserve,5001 to 10000 Employees,Federal Agencies,glassdoor.com/Salary/U-S-Army-Reserve-Salaries-E771889.htm,glassdoor.com/Jobs/U-S-Army-Reserve-Jobs-E771889.htm
153,Marriott International,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Marriott-International-Jobs-E7790.htm,"glassdoor.com/Overview/Working-at-Marriott-International-EI_IE7790.11,33.htm"
154,Costco Wholesale,10000+ Employees,General Merchandise & Superstores,glassdoor.com/Jobs/Costco-Wholesale-Jobs-E2590.htm,"glassdoor.com/Overview/Working-at-Costco-Wholesale-EI_IE2590.11,27.htm"
155,Agilent Technologies,10000+ Employees,Biotech & Pharmaceuticals,glassdoor.com/Jobs/Agilent-Technologies-Jobs-E9711.htm,"glassdoor.com/Overview/Working-at-Agilent-Technologies-EI_IE9711.11,31.htm"
156,UST Global,10000+ Employees,IT Services,glassdoor.com/Jobs/UST-Global-Jobs-E155577.htm,"glassdoor.com/Overview/Working-at-UST-Global-EI_IE155577.11,21.htm"
157,Yardi Systems,5001 to 10000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/Yardi-Systems-Jobs-E31057.htm,"glassdoor.com/Overview/Working-at-Yardi-Systems-EI_IE31057.11,24.htm"
158,Hensel Phelps,1001 to 5000 Employees,Construction,glassdoor.com/Jobs/Hensel-Phelps-Jobs-E3218.htm,"glassdoor.com/Overview/Working-at-Hensel-Phelps-EI_IE3218.11,24.htm"
159,Dropbox,1001 to 5000 Employees,Computer Hardware & Software,glassdoor.com/Jobs/Dropbox-Jobs-E415350.htm,"glassdoor.com/Overview/Working-at-Dropbox-EI_IE415350.11,18.htm"
160,Hensel Phelps,1001 to 5000 Employees,Construction,glassdoor.com/Jobs/Hensel-Phelps-Jobs-E3218.htm,"glassdoor.com/Overview/Working-at-Hensel-Phelps-EI_IE3218.11,24.htm"
161,JE Dunn Construction,1001 to 5000 Employees,Construction,glassdoor.com/Jobs/JE-Dunn-Construction-Jobs-E18120.htm,"glassdoor.com/Overview/Working-at-JE-Dunn-Construction-EI_IE18120.11,31.htm"
162,NIKE,10000+ Employees,Consumer Products Manufacturing,glassdoor.com/Jobs/NIKE-Jobs-E1699.htm,"glassdoor.com/Overview/Working-at-NIKE-EI_IE1699.11,15.htm"
163,Four Seasons,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Four-Seasons-Jobs-E4202.htm,"glassdoor.com/Overview/Working-at-Four-Seasons-EI_IE4202.11,23.htm"
164,Zynga,1001 to 5000 Employees,Video Games,glassdoor.com/Jobs/Zynga-Jobs-E243552.htm,"glassdoor.com/Overview/Working-at-Zynga-EI_IE243552.11,16.htm"
165,Air Products,10000+ Employees,Chemical Manufacturing,glassdoor.com/Jobs/Air-Products-Jobs-E17.htm,"glassdoor.com/Overview/Working-at-Air-Products-EI_IE17.11,23.htm"
166,REI,5001 to 10000 Employees,Sporting Goods Stores,glassdoor.com/Jobs/REI-Jobs-E7319.htm,"glassdoor.com/Overview/Working-at-REI-EI_IE7319.11,14.htm"
167,InterContinental Hotels Group,5001 to 10000 Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/InterContinental-Hotels-Group-Jobs-E4232.htm,"glassdoor.com/Overview/Working-at-InterContinental-Hotels-Group-EI_IE4232.11,40.htm"
168,The Princeton Review,1001 to 5000 Employees,Education Training Services,glassdoor.com/Jobs/The-Princeton-Review-Jobs-E3988.htm,"glassdoor.com/Overview/Working-at-The-Princeton-Review-EI_IE3988.11,31.htm"
169,Capital One,10000+ Employees,Banks & Credit Unions,glassdoor.com/Jobs/Capital-One-Jobs-E3736.htm,"glassdoor.com/Overview/Working-at-Capital-One-EI_IE3736.11,22.htm"
170,Medallia,1001 to 5000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Salary/Medallia-Salaries-E268806.htm,glassdoor.com/Jobs/Medallia-Jobs-E268806.htm
171,Free People,1001 to 5000 Employees,"Department, Clothing, & Shoe Stores",glassdoor.com/Jobs/Free-People-Jobs-E303769.htm,"glassdoor.com/Overview/Working-at-Free-People-EI_IE303769.11,22.htm"
172,Schneider Electric,10000+ Employees,Energy,glassdoor.com/Jobs/Schneider-Electric-Jobs-E3956.htm,"glassdoor.com/Overview/Working-at-Schneider-Electric-EI_IE3956.11,29.htm"
173,Starwood Hotels & Resorts,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Starwood-Hotels-and-Resorts-Jobs-E335.htm,"glassdoor.com/Overview/Working-at-Starwood-Hotels-and-Resorts-EI_IE335.11,38.htm"
174,Chevron,10000+ Employees,Oil & Gas Exploration & Production,glassdoor.com/Jobs/Chevron-Jobs-E13524.htm,"glassdoor.com/Overview/Working-at-Chevron-EI_IE13524.11,18.htm"
175,Raising Cane's,10000+ Employees,Casual Restaurants,glassdoor.com/Jobs/Raising-Cane-s-Jobs-E134590.htm,"glassdoor.com/Overview/Working-at-Raising-Cane-s-EI_IE134590.11,25.htm"
176,Cloudflare,1001 to 5000 Employees,Internet,glassdoor.com/Salary/Cloudflare-Salaries-E430862.htm,glassdoor.com/Jobs/Cloudflare-Jobs-E430862.htm
177,Uber,10000+ Employees,Computer Hardware & Software,glassdoor.com/Jobs/Uber-Jobs-E575263.htm,"glassdoor.com/Overview/Working-at-Uber-EI_IE575263.11,15.htm"
178,Darden,10000+ Employees,Casual Restaurants,glassdoor.com/Jobs/Darden-Jobs-E4160.htm,"glassdoor.com/Overview/Working-at-Darden-EI_IE4160.11,17.htm"
179,Insight,10000+ Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/Insight-Jobs-E3823.htm,"glassdoor.com/Overview/Working-at-Insight-EI_IE3823.11,18.htm"
180,Insight,10000+ Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/Insight-Jobs-E3823.htm,"glassdoor.com/Overview/Working-at-Insight-EI_IE3823.11,18.htm"
181,Texas Roadhouse,10000+ Employees,Casual Restaurants,glassdoor.com/Jobs/Texas-Roadhouse-Jobs-E18664.htm,"glassdoor.com/Overview/Working-at-Texas-Roadhouse-EI_IE18664.11,26.htm"
182,T-Mobile,10000+ Employees,Telecommunications Services,glassdoor.com/Jobs/T-Mobile-Jobs-E9302.htm,"glassdoor.com/Overview/Working-at-T-Mobile-EI_IE9302.11,19.htm"
183,Discount Tire,10000+ Employees,Automotive Parts & Accessories Stores,glassdoor.com/Jobs/Discount-Tire-Jobs-E6632.htm,"glassdoor.com/Overview/Working-at-Discount-Tire-EI_IE6632.11,24.htm"
184,Grubhub,1001 to 5000 Employees,Internet,glassdoor.com/Jobs/Grubhub-Jobs-E419089.htm,"glassdoor.com/Overview/Working-at-Grubhub-EI_IE419089.11,18.htm"
185,Lincoln Property Company,5001 to 10000 Employees,Real Estate,glassdoor.com/Jobs/Lincoln-Property-Company-Jobs-E2876.htm,"glassdoor.com/Overview/Working-at-Lincoln-Property-Company-EI_IE2876.11,35.htm"
186,Fidelity Investments,10000+ Employees,Investment Banking & Asset Management,glassdoor.com/Jobs/Fidelity-Investments-Jobs-E2786.htm,"glassdoor.com/Overview/Working-at-Fidelity-Investments-EI_IE2786.11,31.htm"
187,Remington Hotels,5001 to 10000 Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Remington-Hotels-Jobs-E279137.htm,"glassdoor.com/Overview/Working-at-Remington-Hotels-EI_IE279137.11,27.htm"
188,Altran Americas,10000+ Employees,Telecommunications Services,glassdoor.com/Jobs/Altran-Americas-Jobs-E28187.htm,"glassdoor.com/Overview/Working-at-Altran-Americas-EI_IE28187.11,26.htm"
189,Siemens,10000+ Employees,Electrical & Electronic Manufacturing,glassdoor.com/Jobs/Siemens-Jobs-E3510.htm,"glassdoor.com/Overview/Working-at-Siemens-EI_IE3510.11,18.htm"
190,Fairmont Hotels & Resorts,10000+ Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Fairmont-Hotels-and-Resorts-Jobs-E400965.htm,"glassdoor.com/Overview/Working-at-Fairmont-Hotels-and-Resorts-EI_IE400965.11,38.htm"
191,Kforce,10000+ Employees,IT Services,glassdoor.com/Jobs/Kforce-Jobs-E5441.htm,"glassdoor.com/Overview/Working-at-Kforce-EI_IE5441.11,17.htm"
192,Microchip Technology,10000+ Employees,Electrical & Electronic Manufacturing,glassdoor.com/Jobs/Microchip-Technology-Jobs-E2298.htm,"glassdoor.com/Overview/Working-at-Microchip-Technology-EI_IE2298.11,31.htm"
193,Trend Micro,5001 to 10000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/Trend-Micro-Jobs-E8983.htm,"glassdoor.com/Overview/Working-at-Trend-Micro-EI_IE8983.11,22.htm"
194,Fox Restaurant Concepts,5001 to 10000 Employees,Casual Restaurants,glassdoor.com/Jobs/Fox-Restaurant-Concepts-Jobs-E301906.htm,"glassdoor.com/Overview/Working-at-Fox-Restaurant-Concepts-EI_IE301906.11,34.htm"
195,Sport Clips,10000+ Employees,"Health, Beauty, & Fitness",glassdoor.com/Jobs/Sport-Clips-Jobs-E18982.htm,"glassdoor.com/Overview/Working-at-Sport-Clips-EI_IE18982.11,22.htm"
196,TransUnion,5001 to 10000 Employees,Financial Analytics & Research,glassdoor.com/Jobs/TransUnion-Jobs-E11441.htm,"glassdoor.com/Overview/Working-at-TransUnion-EI_IE11441.11,21.htm"
197,Springstone,1001 to 5000 Employees,Health Care Services & Hospitals,glassdoor.com/Jobs/Springstone-Jobs-E1097979.htm,"glassdoor.com/Overview/Working-at-Springstone-EI_IE1097979.11,22.htm"
198,UTHealth,5001 to 10000 Employees,Colleges & Universities,glassdoor.com/Jobs/UTHealth-Jobs-E396271.htm,"glassdoor.com/Overview/Working-at-UTHealth-EI_IE396271.11,19.htm"
199,adidas,10000+ Employees,Consumer Products Manufacturing,glassdoor.com/Jobs/adidas-Jobs-E10692.htm,"glassdoor.com/Overview/Working-at-adidas-EI_IE10692.11,17.htm"
200,Philips Lighting,10000+ Employees,Electrical & Electronic Manufacturing,glassdoor.com/Jobs/Philips-Lighting-Jobs-E14089.htm,"glassdoor.com/Overview/Working-at-Philips-Lighting-EI_IE14089.11,27.htm"
201,Bank of America,10000+ Employees,Banks & Credit Unions,glassdoor.com/Jobs/Bank-of-America-Jobs-E8874.htm,"glassdoor.com/Overview/Working-at-Bank-of-America-EI_IE8874.11,26.htm"
202,Chick-fil-A,5001 to 10000 Employees,Fast-Food & Quick-Service Restaurants,glassdoor.com/Jobs/Chick-fil-A-Jobs-E5873.htm,"glassdoor.com/Overview/Working-at-Chick-fil-A-EI_IE5873.11,22.htm"
203,US Army,10000+ Employees,N/A,glassdoor.com/Jobs/US-Army-Jobs-E41322.htm,"glassdoor.com/Overview/Working-at-US-Army-EI_IE41322.11,18.htm"
204,CrowdStrike,1001 to 5000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/CrowdStrike-Jobs-E795976.htm,"glassdoor.com/Overview/Working-at-CrowdStrike-EI_IE795976.11,22.htm"
205,HomeAway,1001 to 5000 Employees,N/A,glassdoor.com/Salary/HomeAway-Salaries-E2842124.htm,glassdoor.com/Jobs/HomeAway-Jobs-E2842124.htm
206,HDR,10000+ Employees,Architectural & Engineering Services,glassdoor.com/Jobs/HDR-Jobs-E15172.htm,"glassdoor.com/Overview/Working-at-HDR-EI_IE15172.11,14.htm"
207,TELUS,10000+ Employees,"Cable, Internet & Telephone Providers",glassdoor.com/Jobs/TELUS-Jobs-E8006.htm,"glassdoor.com/Overview/Working-at-TELUS-EI_IE8006.11,16.htm"
208,PulteGroup,1001 to 5000 Employees,Construction,glassdoor.com/Jobs/PulteGroup-Jobs-E506.htm,"glassdoor.com/Overview/Working-at-PulteGroup-EI_IE506.11,21.htm"
209,KPMG,10000+ Employees,Accounting,glassdoor.com/Jobs/KPMG-Jobs-E2867.htm,"glassdoor.com/Overview/Working-at-KPMG-EI_IE2867.11,15.htm"
210,Geek Squad,10000+ Employees,IT Services,glassdoor.com/Jobs/Geek-Squad-Jobs-E307701.htm,"glassdoor.com/Overview/Working-at-Geek-Squad-EI_IE307701.11,21.htm"
211,GE,10000+ Employees,Industrial Manufacturing,glassdoor.com/Jobs/GE-Jobs-E277.htm,"glassdoor.com/Overview/Working-at-GE-EI_IE277.11,13.htm"
212,Northwestern Mutual,5001 to 10000 Employees,Brokerage Services,glassdoor.com/Jobs/Northwestern-Mutual-Jobs-E2919.htm,"glassdoor.com/Overview/Working-at-Northwestern-Mutual-EI_IE2919.11,30.htm"
213,Extended Stay America,5001 to 10000 Employees,"Hotels, Motels, & Resorts",glassdoor.com/Jobs/Extended-Stay-America-Jobs-E414944.htm,"glassdoor.com/Overview/Working-at-Extended-Stay-America-EI_IE414944.11,32.htm"
214,Kumon,1001 to 5000 Employees,Education Training Services,glassdoor.com/Jobs/Kumon-Jobs-E195805.htm,"glassdoor.com/Overview/Working-at-Kumon-EI_IE195805.11,16.htm"
215,Torchy's Tacos,1001 to 5000 Employees,Casual Restaurants,glassdoor.com/Jobs/Torchy-s-Tacos-Jobs-E737228.htm,"glassdoor.com/Overview/Working-at-Torchy-s-Tacos-EI_IE737228.11,25.htm"
216,Hopdoddy Burger Bar,1001 to 5000 Employees,Casual Restaurants,glassdoor.com/Jobs/Hopdoddy-Burger-Bar-Jobs-E1095943.htm,"glassdoor.com/Overview/Working-at-Hopdoddy-Burger-Bar-EI_IE1095943.11,30.htm"
217,Acxiom,1001 to 5000 Employees,IT Services,glassdoor.com/Jobs/Acxiom-Jobs-E1086.htm,"glassdoor.com/Overview/Working-at-Acxiom-EI_IE1086.11,17.htm"
218,Bath & Body Works,10000+ Employees,Beauty & Personal Accessories Stores,glassdoor.com/Jobs/Bath-and-Body-Works-Jobs-E13902.htm,"glassdoor.com/Overview/Working-at-Bath-and-Body-Works-EI_IE13902.11,30.htm"
219,UniFirst,10000+ Employees,Laundry & Dry Cleaning,glassdoor.com/Jobs/UniFirst-Jobs-E688.htm,"glassdoor.com/Overview/Working-at-UniFirst-EI_IE688.11,19.htm"
220,J. Crew,10000+ Employees,"Department, Clothing, & Shoe Stores",glassdoor.com/Jobs/J-Crew-Jobs-E2848.htm,"glassdoor.com/Overview/Working-at-J-Crew-EI_IE2848.11,17.htm"
221,Bath & Body Works,10000+ Employees,Beauty & Personal Accessories Stores,glassdoor.com/Jobs/Bath-and-Body-Works-Jobs-E13902.htm,"glassdoor.com/Overview/Working-at-Bath-and-Body-Works-EI_IE13902.11,30.htm"
222,CCC Information Services,1001 to 5000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/CCC-Information-Services-Jobs-E4574.htm,"glassdoor.com/Overview/Working-at-CCC-Information-Services-EI_IE4574.11,35.htm"
223,DoorDash,1001 to 5000 Employees,IT Services,glassdoor.com/Jobs/DoorDash-Jobs-E813073.htm,"glassdoor.com/Overview/Working-at-DoorDash-EI_IE813073.11,19.htm"
224,Republic National Distributing Company,5001 to 10000 Employees,Wholesale,glassdoor.com/Jobs/Republic-National-Distributing-Company-Jobs-E253796.htm,"glassdoor.com/Overview/Working-at-Republic-National-Distributing-Company-EI_IE253796.11,49.htm"
225,Associa,5001 to 10000 Employees,Consulting,glassdoor.com/Jobs/Associa-Jobs-E244799.htm,"glassdoor.com/Overview/Working-at-Associa-EI_IE244799.11,18.htm"
226,Northrop Grumman,10000+ Employees,Aerospace & Defense,glassdoor.com/Jobs/Northrop-Grumman-Jobs-E488.htm,"glassdoor.com/Overview/Working-at-Northrop-Grumman-EI_IE488.11,27.htm"
227,Ultra Electronics,1001 to 5000 Employees,Aerospace & Defense,glassdoor.com/Jobs/Ultra-Electronics-Jobs-E16014.htm,"glassdoor.com/Overview/Working-at-Ultra-Electronics-EI_IE16014.11,28.htm"
228,Conn's,1001 to 5000 Employees,Consumer Electronics & Appliances Stores,glassdoor.com/Jobs/Conn-s-Jobs-E18870.htm,"glassdoor.com/Overview/Working-at-Conn-s-EI_IE18870.11,17.htm"
229,Concentrix,10000+ Employees,Staffing & Outsourcing,glassdoor.com/Jobs/Concentrix-Jobs-E31549.htm,"glassdoor.com/Overview/Working-at-Concentrix-EI_IE31549.11,21.htm"
230,IHS Markit,10000+ Employees,Consulting,glassdoor.com/Jobs/IHS-Markit-Jobs-E1337673.htm,"glassdoor.com/Overview/Working-at-IHS-Markit-EI_IE1337673.11,21.htm"
231,Dematic,10000+ Employees,Logistics & Supply Chain,glassdoor.com/Jobs/Dematic-Jobs-E20296.htm,"glassdoor.com/Overview/Working-at-Dematic-EI_IE20296.11,18.htm"
232,Leander ISD,5001 to 10000 Employees,K-12 Education,glassdoor.com/Jobs/Leander-ISD-Jobs-E227301.htm,"glassdoor.com/Overview/Working-at-Leander-ISD-EI_IE227301.11,22.htm"
233,Coach,10000+ Employees,Other Retail Stores,glassdoor.com/Jobs/Coach-Jobs-E12070.htm,"glassdoor.com/Overview/Working-at-Coach-EI_IE12070.11,16.htm"
234,US Navy,1001 to 5000 Employees,Federal Agencies,glassdoor.com/Jobs/US-Navy-Jobs-E41451.htm,"glassdoor.com/Overview/Working-at-US-Navy-EI_IE41451.11,18.htm"
235,Verizon,10000+ Employees,Telecommunications Services,glassdoor.com/Jobs/Verizon-Jobs-E89.htm,"glassdoor.com/Overview/Working-at-Verizon-EI_IE89.11,18.htm"
236,Jamba,1001 to 5000 Employees,Fast-Food & Quick-Service Restaurants,glassdoor.com/Jobs/Jamba-Jobs-E11191.htm,"glassdoor.com/Overview/Working-at-Jamba-EI_IE11191.11,16.htm"
237,Main Event,5001 to 10000 Employees,Casual Restaurants,glassdoor.com/Jobs/Main-Event-Jobs-E240375.htm,"glassdoor.com/Overview/Working-at-Main-Event-EI_IE240375.11,21.htm"
238,TEKsystems,1001 to 5000 Employees,Staffing & Outsourcing,glassdoor.com/Jobs/TEKsystems-Jobs-E23297.htm,"glassdoor.com/Overview/Working-at-TEKsystems-EI_IE23297.11,21.htm"
239,Citi,10000+ Employees,Investment Banking & Asset Management,glassdoor.com/Jobs/Citi-Jobs-E8843.htm,"glassdoor.com/Overview/Working-at-Citi-EI_IE8843.11,15.htm"
240,CBRE,10000+ Employees,Real Estate,glassdoor.com/Jobs/CBRE-Jobs-E465818.htm,"glassdoor.com/Overview/Working-at-CBRE-EI_IE465818.11,15.htm"
241,New York Life,10000+ Employees,Insurance Agencies & Brokerages,glassdoor.com/Jobs/New-York-Life-Jobs-E2915.htm,"glassdoor.com/Overview/Working-at-New-York-Life-EI_IE2915.11,24.htm"
242,CA Technologies,10000+ Employees,Computer Hardware & Software,glassdoor.com/Jobs/CA-Technologies-Jobs-E167.htm,"glassdoor.com/Overview/Working-at-CA-Technologies-EI_IE167.11,26.htm"
243,BMC Software,5001 to 10000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/BMC-Software-Jobs-E1160.htm,"glassdoor.com/Overview/Working-at-BMC-Software-EI_IE1160.11,23.htm"
244,athenahealth,5001 to 10000 Employees,Enterprise Software & Network Solutions,glassdoor.com/Jobs/athenahealth-Jobs-E18207.htm,"glassdoor.com/Overview/Working-at-athenahealth-EI_IE18207.11,23.htm"
245,YMCA,10000+ Employees,Social Assistance,glassdoor.com/Jobs/YMCA-Jobs-E3046.htm,"glassdoor.com/Overview/Working-at-YMCA-EI_IE3046.11,15.htm"
246,Apex Systems,1001 to 5000 Employees,Staffing & Outsourcing,glassdoor.com/Jobs/Apex-Systems-Jobs-E13916.htm,"glassdoor.com/Overview/Working-at-Apex-Systems-EI_IE13916.11,23.htm"
247,Merrill Lynch,10000+ Employees,N/A,glassdoor.com/Jobs/Merrill-Lynch-Jobs-E440.htm,"glassdoor.com/Overview/Working-at-Merrill-Lynch-EI_IE440.11,24.htm"
248,Motorola Mobility,1001 to 5000 Employees,Telecommunications Manufacturing,glassdoor.com/Jobs/Motorola-Mobility-Jobs-E451.htm,"glassdoor.com/Overview/Working-at-Motorola-Mobility-EI_IE451.11,28.htm"
249,PepsiCo,10000+ Employees,Food & Beverage Manufacturing,glassdoor.com/Jobs/PepsiCo-Jobs-E522.htm,"glassdoor.com/Overview/Working-at-PepsiCo-EI_IE522.11,18.htm"
250,Cintra,1001 to 5000 Employees,Transportation Management,glassdoor.com/Jobs/Cintra-Jobs-E40064.htm,"glassdoor.com/Overview/Working-at-Cintra-EI_IE40064.11,17.htm"
